"codanum","ioi_i","ioi"
"DSWP4176","2",0.1944
"DSWP4176","3",0.1791
"DSWP4176","4",0.1861
"DSWP4176","5",0.1886
"DSWP4176","6",0.19
"DSWP4176","7",0.1787
"DSWP4176","8",0.195
"DSWP4177","1",0.2184
"DSWP4177","2",0.1827
"DSWP4177","3",0.1882
"DSWP4177","4",0.1981
"DSWP4177","5",0.1902
"DSWP4177","6",0.1982
"DSWP4177","7",0.2035
"DSWP4178","1",0.2464
"DSWP4178","2",0.2581
"DSWP4178","3",0.2753
"DSWP4178","4",0.2888
"DSWP4179","1",0.3351
"DSWP4179","2",0.327
"DSWP4179","3",0.3262
"DSWP4179","4",0.3273
"DSWP4180","1",0.3434
"DSWP4180","2",0.322
"DSWP4180","3",0.3274
"DSWP4180","4",0.3364
"DSWP4181","1",0.2268
"DSWP4181","2",0.2575
"DSWP4181","3",0.2763
"DSWP4181","4",0.2655
"DSWP4182","1",0.3435
"DSWP4182","2",0.3342
"DSWP4182","3",0.3298
"DSWP4182","4",0.3516
"DSWP4183","1",0.2583
"DSWP4183","2",0.2499
"DSWP4183","3",0.2635
"DSWP4183","4",0.291
"DSWP4184","1",0.385
"DSWP4184","2",0.3202
"DSWP4184","3",0.3274
"DSWP4184","4",0.339
"DSWP4184","5",0.3198
"DSWP4185","1",0.3038
"DSWP4185","2",0.2987
"DSWP4185","3",0.3068
"DSWP4185","4",0.2901
"DSWP4185","5",0.3439
"DSWP4186","1",0.2651
"DSWP4186","2",0.27
"DSWP4186","3",0.2941
"DSWP4186","4",0.2849
"DSWP4187","1",0.3114
"DSWP4187","2",0.3137
"DSWP4187","3",0.3181
"DSWP4187","4",0.3084
"DSWP4188","1",0.2555
"DSWP4188","2",0.2777
"DSWP4188","3",0.2648
"DSWP4188","4",0.2814
"DSWP4189","1",0.2651
"DSWP4189","2",0.2712
"DSWP4189","3",0.2862
"DSWP4190","1",0.2621
"DSWP4190","2",0.2843
"DSWP4190","3",0.2878
"DSWP4190","4",0.2826
"DSWP4191","1",0.2913
"DSWP4191","2",0.2943
"DSWP4191","3",0.2903
"DSWP4191","4",0.2979
"DSWP4192","1",0.2824
"DSWP4192","2",0.2861
"DSWP4192","3",0.2827
"DSWP4192","4",0.3081
"DSWP4193","1",0.271
"DSWP4193","2",0.2764
"DSWP4193","3",0.2779
"DSWP4193","4",0.2937
"DSWP4194","1",0.2883
"DSWP4194","2",0.2802
"DSWP4194","3",0.2728
"DSWP4194","4",0.3032
"DSWP4194","5",0.2876
"DSWP4195","1",0.287
"DSWP4195","2",0.2748
"DSWP4195","3",0.2905
"DSWP4195","4",0.2918
"DSWP4196","1",0.2675
"DSWP4196","2",0.2492
"DSWP4196","3",0.2604
"DSWP4196","4",0.3064
"DSWP4197","1",0.286
"DSWP4197","2",0.2833
"DSWP4197","3",0.2839
"DSWP4197","4",0.2856
"DSWP4198","1",0.2677
"DSWP4198","2",0.279
"DSWP4198","3",0.2762
"DSWP4198","4",0.2885
"DSWP4199","1",0.2887
"DSWP4199","2",0.2894
"DSWP4199","3",0.2694
"DSWP4199","4",0.2861
"DSWP4200","1",0.2572
"DSWP4200","2",0.2627
"DSWP4200","3",0.273
"DSWP4200","4",0.2926
"DSWP4201","1",0.2881
"DSWP4201","2",0.2828
"DSWP4201","3",0.2798
"DSWP4201","4",0.2983
"DSWP4202","1",0.2803
"DSWP4202","2",0.2814
"DSWP4202","3",0.2797
"DSWP4202","4",0.2988
"DSWP4203","1",0.2856
"DSWP4203","2",0.2842
"DSWP4203","3",0.2955
"DSWP4203","4",0.3027
"DSWP4204","1",0.156
"DSWP4204","2",0.1746
"DSWP4204","3",0.2002
"DSWP4204","4",0.2441
"DSWP4205","1",0.1442
"DSWP4205","2",0.1677
"DSWP4205","3",0.1955
"DSWP4205","4",0.2567
"DSWP4206","1",0.1589
"DSWP4206","2",0.1789
"DSWP4206","3",0.1963
"DSWP4206","4",0.2843
"DSWP4207","1",0.1684
"DSWP4207","2",0.1686
"DSWP4207","3",0.1826
"DSWP4207","4",0.2116
"DSWP4207","5",0.2996
"DSWP4208","1",0.2444
"DSWP4208","2",0.2594
"DSWP4208","3",0.2596
"DSWP4208","4",0.2624
"DSWP4209","1",0.2481
"DSWP4209","2",0.2517
"DSWP4209","3",0.2512
"DSWP4209","4",0.2696
"DSWP4210","1",0.2104
"DSWP4210","2",0.2356
"DSWP4210","3",0.2898
"DSWP4210","4",0.3095
"DSWP4211","1",0.191
"DSWP4211","2",0.237
"DSWP4211","3",0.2611
"DSWP4211","4",0.2997
"DSWP4212","1",0.2489
"DSWP4212","2",0.2523
"DSWP4212","3",0.2531
"DSWP4212","4",0.2722
"DSWP4213","1",0.3318
"DSWP4213","2",0.3307
"DSWP4213","3",0.3415
"DSWP4213","4",0.3319
"DSWP4214","1",0.3346
"DSWP4214","2",0.3408
"DSWP4214","3",0.3425
"DSWP4214","4",0.3493
"DSWP4215","1",0.355
"DSWP4215","2",0.35
"DSWP4215","3",0.3403
"DSWP4215","4",0.3498
"DSWP4216","1",0.3618
"DSWP4216","2",0.3688
"DSWP4216","3",0.3521
"DSWP4216","4",0.3614
"DSWP4217","1",0.3606
"DSWP4217","2",0.3655
"DSWP4217","3",0.3649
"DSWP4217","4",0.3556
"DSWP4218","1",0.3942
"DSWP4218","2",0.3891
"DSWP4218","3",0.3839
"DSWP4218","4",0.3963
"DSWP4219","1",0.3732
"DSWP4219","2",0.3882
"DSWP4219","3",0.3734
"DSWP4219","4",0.3858
"DSWP4219","5",0.3791
"DSWP4220","1",0.344
"DSWP4220","2",0.3567
"DSWP4220","3",0.3516
"DSWP4220","4",0.3549
"DSWP4221","1",0.3558
"DSWP4221","2",0.3668
"DSWP4221","3",0.3566
"DSWP4221","4",0.3766
"DSWP4222","1",0.2764
"DSWP4222","2",0.2794
"DSWP4222","3",0.2869
"DSWP4222","4",0.3071
"DSWP4223","1",0.3744
"DSWP4223","2",0.3677
"DSWP4223","3",0.3555
"DSWP4223","4",0.3597
"DSWP4223","5",0.3633
"DSWP4224","1",0.2334
"DSWP4224","2",0.2627
"DSWP4224","3",0.2672
"DSWP4224","4",0.3029
"DSWP4225","1",0.3259
"DSWP4225","2",0.3064
"DSWP4225","3",0.3321
"DSWP4225","4",0.334
"DSWP4226","1",0.3217
"DSWP4226","2",0.3087
"DSWP4226","3",0.3299
"DSWP4226","4",0.3495
"DSWP4227","1",0.1854
"DSWP4227","2",0.2012
"DSWP4227","3",0.243
"DSWP4227","4",0.2492
"DSWP4228","1",0.3186
"DSWP4228","2",0.3322
"DSWP4228","3",0.3311
"DSWP4228","4",0.3295
"DSWP4229","1",0.1715
"DSWP4229","2",0.1822
"DSWP4229","3",0.2119
"DSWP4229","4",0.2531
"DSWP4230","1",0.1712
"DSWP4230","2",0.1819
"DSWP4230","3",0.2115
"DSWP4230","4",0.2527
"DSWP4231","1",0.3293
"DSWP4231","2",0.3169
"DSWP4231","3",0.3334
"DSWP4231","4",0.3391
"DSWP4232","1",0.3128
"DSWP4232","2",0.3163
"DSWP4232","3",0.333
"DSWP4232","4",0.3387
"DSWP4233","1",0.1815
"DSWP4233","2",0.1813
"DSWP4233","3",0.2218
"DSWP4233","4",0.2418
"DSWP4234","1",0.3472
"DSWP4234","2",0.3299
"DSWP4234","3",0.3268
"DSWP4234","4",0.3372
"DSWP4235","1",0.3467
"DSWP4235","2",0.3295
"DSWP4235","3",0.3287
"DSWP4235","4",0.3361
"DSWP4236","1",0.1607
"DSWP4236","2",0.1677
"DSWP4236","3",0.1797
"DSWP4236","4",0.2254
"DSWP4237","1",0.1605
"DSWP4237","2",0.1675
"DSWP4237","3",0.1794
"DSWP4237","4",0.2252
"DSWP4238","1",0.1671
"DSWP4238","2",0.1701
"DSWP4238","3",0.1921
"DSWP4238","4",0.224
"DSWP4239","1",0.1668
"DSWP4239","2",0.17
"DSWP4239","3",0.1922
"DSWP4239","4",0.2235
"DSWP4240","1",0.1525
"DSWP4240","2",0.1599
"DSWP4240","3",0.1728
"DSWP4240","4",0.2069
"DSWP4241","1",0.1611
"DSWP4241","2",0.147
"DSWP4241","3",0.1402
"DSWP4241","4",0.1926
"DSWP4242","1",0.1448
"DSWP4242","2",0.1392
"DSWP4242","3",0.151
"DSWP4242","4",0.1669
"DSWP4243","1",0.2266
"DSWP4243","2",0.2247
"DSWP4243","3",0.2459
"DSWP4243","4",0.2816
"DSWP4244","1",0.2263
"DSWP4244","2",0.2243
"DSWP4244","3",0.2457
"DSWP4244","4",0.2814
"DSWP4245","1",0.2079
"DSWP4245","2",0.2301
"DSWP4245","3",0.2509
"DSWP4245","4",0.268
"DSWP4246","1",0.2075
"DSWP4246","2",0.2297
"DSWP4246","3",0.2505
"DSWP4246","4",0.2677
"DSWP4247","1",0.2901
"DSWP4247","2",0.2796
"DSWP4247","3",0.2822
"DSWP4247","4",0.2927
"DSWP4248","1",0.3042
"DSWP4248","2",0.2985
"DSWP4248","3",0.3053
"DSWP4248","4",0.3007
"DSWP4248","5",0.3177
"DSWP4249","1",0.268
"DSWP4249","2",0.2749
"DSWP4249","3",0.283
"DSWP4249","4",0.2944
"DSWP4251","1",0.2058
"DSWP4251","2",0.1826
"DSWP4251","3",0.1668
"DSWP4251","4",0.1739
"DSWP4251","5",0.1843
"DSWP4251","6",0.1834
"DSWP4251","7",0.1807
"DSWP4251","8",0.1911
"DSWP4252","1",0.3145
"DSWP4252","2",0.3104
"DSWP4252","3",0.3027
"DSWP4252","4",0.3125
"DSWP4252","5",0.3185
"DSWP4253","1",0.2952
"DSWP4253","2",0.2576
"DSWP4253","3",0.3191
"DSWP4253","4",0.2863
"DSWP4254","1",0.332
"DSWP4254","2",0.3213
"DSWP4254","3",0.3092
"DSWP4254","4",0.3085
"DSWP4254","5",0.2847
"DSWP4255","1",0.2829
"DSWP4255","2",0.2957
"DSWP4255","3",0.2987
"DSWP4255","4",0.2969
"DSWP4256","1",0.3306
"DSWP4256","2",0.3226
"DSWP4256","3",0.3244
"DSWP4256","4",0.3269
"DSWP4257","1",0.3433
"DSWP4257","2",0.3407
"DSWP4257","3",0.3276
"DSWP4257","4",0.3361
"DSWP4257","5",0.3252
"DSWP4258","1",0.2686
"DSWP4258","2",0.2746
"DSWP4258","3",0.2915
"DSWP4258","4",0.2937
"DSWP4258","5",0.3367
"DSWP4258","6",0.3448
"DSWP4258","7",0.3315
"DSWP4259","1",0.3419
"DSWP4259","2",0.3446
"DSWP4259","3",0.3427
"DSWP4259","4",0.358
"DSWP4260","1",0.2621
"DSWP4260","2",0.2027
"DSWP4260","3",0.234
"DSWP4260","4",0.2252
"DSWP4260","5",0.2261
"DSWP4260","6",0.2816
"DSWP4260","7",0.3233
"DSWP4261","1",0.278
"DSWP4261","2",0.2563
"DSWP4261","3",0.29
"DSWP4261","4",0.3374
"DSWP4262","1",0.2868
"DSWP4262","2",0.3032
"DSWP4262","3",0.2851
"DSWP4262","4",0.3039
"DSWP4263","1",0.2568
"DSWP4263","2",0.2426
"DSWP4263","3",0.264
"DSWP4263","4",0.2912
"DSWP4264","1",0.249
"DSWP4264","2",0.2645
"DSWP4264","3",0.2625
"DSWP4264","4",0.2562
"DSWP4265","1",0.2751
"DSWP4265","2",0.5522
"DSWP4265","3",0.2643
"DSWP4265","4",0.2593
"DSWP4266","1",0.2655
"DSWP4266","2",0.2573
"DSWP4266","3",0.2546
"DSWP4266","4",0.2452
"DSWP4266","5",0.246
"DSWP4266","6",0.2425
"DSWP4266","7",0.3622
"DSWP4267","1",0.2501
"DSWP4267","2",0.2503
"DSWP4267","3",0.2511
"DSWP4267","4",0.258
"DSWP4268","1",0.2367
"DSWP4268","2",0.2154
"DSWP4268","3",0.2447
"DSWP4268","4",0.229
"DSWP4269","1",0.2085
"DSWP4269","2",0.2516
"DSWP4269","3",0.214
"DSWP4269","4",0.1517
"DSWP4270","1",0.0277
"DSWP4270","2",0.0324
"DSWP4270","3",0.0462
"DSWP4270","4",0.0506
"DSWP4271","1",0.2263
"DSWP4271","2",0.2079
"DSWP4271","3",0.1473
"DSWP4271","4",0.1202
"DSWP4272","1",0.0497
"DSWP4272","2",0.0248
"DSWP4272","3",0.0262
"DSWP4272","4",0.0268
"DSWP4272","5",0.0287
"DSWP4272","6",0.0332
"DSWP4272","7",0.0409
"DSWP4272","8",0.0653
"DSWP4273","1",0.0568
"DSWP4273","2",0.0512
"DSWP4273","3",0.0505
"DSWP4273","4",0.0462
"DSWP4273","5",0.0532
"DSWP4273","6",0.0656
"DSWP4274","1",0.2717
"DSWP4274","2",0.245
"DSWP4274","3",0.1362
"DSWP4274","4",0.1382
"DSWP4275","1",0.2493
"DSWP4275","2",0.2631
"DSWP4275","3",0.1314
"DSWP4275","4",0.1362
"DSWP4276","1",0.089
"DSWP4276","2",0.093
"DSWP4276","3",0.1118
"DSWP4276","4",0.236
"DSWP4277","1",0.2325
"DSWP4277","2",0.2313
"DSWP4277","3",0.1344
"DSWP4277","4",0.1407
"DSWP4278","1",0.241
"DSWP4278","2",0.2767
"DSWP4278","3",0.1169
"DSWP4278","4",0.1285
"DSWP4279","1",0.2691
"DSWP4279","2",0.209
"DSWP4279","3",0.1362
"DSWP4279","4",0.109
"DSWP4280","1",0.2325
"DSWP4280","2",0.1432
"DSWP4280","3",0.1136
"DSWP4281","1",0.2342
"DSWP4281","2",0.2259
"DSWP4281","3",0.1264
"DSWP4281","4",0.1173
"DSWP4282","1",0.2705
"DSWP4282","2",0.263
"DSWP4282","3",0.1762
"DSWP4282","4",0.1723
"DSWP4283","1",0.2512
"DSWP4283","2",0.2127
"DSWP4283","3",0.1577
"DSWP4284","1",0.3266
"DSWP4284","2",0.2841
"DSWP4284","3",0.1597
"DSWP4285","1",0.2473
"DSWP4285","2",0.2609
"DSWP4285","3",0.1369
"DSWP4285","4",0.1428
"DSWP4286","1",0.2371
"DSWP4286","2",0.2489
"DSWP4286","3",0.141
"DSWP4286","4",0.1456
"DSWP4287","1",0.2198
"DSWP4287","2",0.2395
"DSWP4287","3",0.1384
"DSWP4287","4",0.1262
"DSWP4288","1",0.2296
"DSWP4288","2",0.2401
"DSWP4288","3",0.1353
"DSWP4288","4",0.1312
"DSWP4289","1",0.1639
"DSWP4289","2",0.1334
"DSWP4289","3",0.1459
"DSWP4291","1",0.2588
"DSWP4291","2",0.2461
"DSWP4291","3",0.1432
"DSWP4291","4",0.147
"DSWP4292","1",0.1985
"DSWP4292","2",0.2051
"DSWP4292","3",0.3536
"DSWP4293","1",0.2159
"DSWP4293","2",0.2115
"DSWP4293","3",0.2038
"DSWP4293","4",0.2017
"DSWP4293","5",0.226
"DSWP4293","6",0.2763
"DSWP4294","1",0.388
"DSWP4294","2",0.3693
"DSWP4294","3",0.3679
"DSWP4294","4",0.365
"DSWP4294","5",0.361
"DSWP4295","1",0.2537
"DSWP4295","2",0.2268
"DSWP4295","3",0.1595
"DSWP4295","4",0.1464
"DSWP4296","1",0.2222
"DSWP4296","2",0.2182
"DSWP4296","3",0.2185
"DSWP4296","4",0.2312
"DSWP4297","1",0.2365
"DSWP4297","2",0.2169
"DSWP4297","3",0.1992
"DSWP4297","4",0.189
"DSWP4297","5",0.1888
"DSWP4297","6",0.2023
"DSWP4298","1",0.2435
"DSWP4298","2",0.252
"DSWP4298","3",0.2435
"DSWP4298","4",0.2705
"DSWP4299","1",0.2939
"DSWP4299","2",0.2741
"DSWP4299","3",0.2789
"DSWP4299","4",0.293
"DSWP4300","1",0.1779
"DSWP4300","2",0.1893
"DSWP4300","3",0.1826
"DSWP4300","4",0.1737
"DSWP4300","5",0.1666
"DSWP4300","6",0.1775
"DSWP4300","7",0.1852
"DSWP4300","8",0.2129
"DSWP4301","1",0.1727
"DSWP4301","2",0.1766
"DSWP4301","3",0.162
"DSWP4301","4",0.1578
"DSWP4301","5",0.1588
"DSWP4301","6",0.1599
"DSWP4301","7",0.174
"DSWP4301","8",0.3045
"DSWP4302","1",0.193
"DSWP4302","2",0.197
"DSWP4302","3",0.2128
"DSWP4302","4",0.2069
"DSWP4302","5",0.2285
"DSWP4303","1",0.2278
"DSWP4303","2",0.1896
"DSWP4303","3",0.1984
"DSWP4303","4",0.1837
"DSWP4303","5",0.186
"DSWP4303","6",0.1849
"DSWP4303","7",0.2212
"DSWP4304","1",0.2354
"DSWP4304","2",0.2135
"DSWP4304","3",0.1842
"DSWP4304","4",0.1858
"DSWP4304","5",0.1849
"DSWP4304","6",0.2115
"DSWP4305","1",0.1786
"DSWP4305","2",0.1722
"DSWP4305","3",0.1731
"DSWP4305","4",0.1752
"DSWP4305","5",0.1618
"DSWP4305","6",0.1516
"DSWP4305","7",0.1534
"DSWP4305","8",0.1739
"DSWP4306","1",0.2136
"DSWP4306","2",0.1978
"DSWP4306","3",0.1845
"DSWP4306","4",0.2033
"DSWP4306","5",0.2183
"DSWP4306","6",0.2681
"DSWP4307","1",0.1809
"DSWP4307","2",0.183
"DSWP4307","3",0.1885
"DSWP4307","4",0.1792
"DSWP4307","5",0.2047
"DSWP4307","6",0.2584
"DSWP4307","7",0.3005
"DSWP4308","1",0.1646
"DSWP4308","2",0.2315
"DSWP4308","3",0.2257
"DSWP4308","4",0.2387
"DSWP4308","5",0.2388
"DSWP4309","1",0.2382
"DSWP4309","2",0.222
"DSWP4309","3",0.2477
"DSWP4309","4",0.2576
"DSWP4310","1",0.3577
"DSWP4310","2",0.3521
"DSWP4310","3",0.3683
"DSWP4310","4",0.3673
"DSWP4311","1",0.372
"DSWP4311","2",0.3647
"DSWP4311","3",0.3592
"DSWP4311","4",0.3753
"DSWP4312","1",0.3545
"DSWP4312","2",0.36
"DSWP4312","3",0.3689
"DSWP4312","4",0.362
"DSWP4313","1",0.3527
"DSWP4313","2",0.3608
"DSWP4313","3",0.3601
"DSWP4313","4",0.3701
"DSWP4314","1",0.3592
"DSWP4314","2",0.3618
"DSWP4314","3",0.3673
"DSWP4314","4",0.3769
"DSWP4315","1",0.3741
"DSWP4315","2",0.3603
"DSWP4315","3",0.3704
"DSWP4315","4",0.3773
"DSWP4316","1",0.3674
"DSWP4316","2",0.3651
"DSWP4316","3",0.3532
"DSWP4316","4",0.3513
"DSWP4317","1",0.3303
"DSWP4317","2",0.3295
"DSWP4317","3",0.3298
"DSWP4317","4",0.3328
"DSWP4318","1",0.3371
"DSWP4318","2",0.3355
"DSWP4318","3",0.3361
"DSWP4318","4",0.3414
"DSWP4319","1",0.326
"DSWP4319","2",0.3371
"DSWP4319","3",0.335
"DSWP4319","4",0.3375
"DSWP4320","1",0.3306
"DSWP4320","2",0.3405
"DSWP4320","3",0.333
"DSWP4320","4",0.3389
"DSWP4321","1",0.3764
"DSWP4321","2",0.3811
"DSWP4321","3",0.3816
"DSWP4321","4",0.3968
"DSWP4322","1",0.2559
"DSWP4322","2",0.2617
"DSWP4322","3",0.26
"DSWP4322","4",0.2901
"DSWP4323","1",0.3494
"DSWP4323","2",0.3439
"DSWP4323","3",0.3531
"DSWP4323","4",0.3615
"DSWP4324","1",0.2637
"DSWP4324","2",0.2509
"DSWP4324","3",0.2609
"DSWP4324","4",0.2637
"DSWP4325","1",0.3551
"DSWP4325","2",0.3475
"DSWP4325","3",0.348
"DSWP4325","4",0.36
"DSWP4326","1",0.3514
"DSWP4326","2",0.3499
"DSWP4326","3",0.3463
"DSWP4326","4",0.3521
"DSWP4327","1",0.341
"DSWP4327","2",0.3348
"DSWP4327","3",0.3422
"DSWP4327","4",0.3576
"DSWP4328","1",0.3548
"DSWP4328","2",0.3426
"DSWP4328","3",0.3554
"DSWP4328","4",0.3511
"DSWP4329","1",0.33
"DSWP4329","2",0.3487
"DSWP4329","3",0.3477
"DSWP4329","4",0.3496
"DSWP4330","1",0.3567
"DSWP4330","2",0.3505
"DSWP4330","3",0.3467
"DSWP4330","4",0.3626
"DSWP4331","1",0.3713
"DSWP4331","2",0.3558
"DSWP4331","3",0.342
"DSWP4331","4",0.3542
"DSWP4332","1",0.3659
"DSWP4332","2",0.3612
"DSWP4332","3",0.3504
"DSWP4332","4",0.3504
"DSWP4333","1",0.3444
"DSWP4333","2",0.3649
"DSWP4333","3",0.3389
"DSWP4333","4",0.3591
"DSWP4334","1",0.3551
"DSWP4334","2",0.3651
"DSWP4334","3",0.346
"DSWP4334","4",0.3493
"DSWP4335","1",0.3706
"DSWP4335","2",0.3878
"DSWP4335","3",0.3861
"DSWP4335","4",0.389
"DSWP4336","1",0.3883
"DSWP4336","2",0.3722
"DSWP4336","3",0.3765
"DSWP4336","4",0.3754
"DSWP4337","1",0.3776
"DSWP4337","2",0.368
"DSWP4337","3",0.3784
"DSWP4337","4",0.3806
"DSWP4338","1",0.3966
"DSWP4338","2",0.3779
"DSWP4338","3",0.3814
"DSWP4338","4",0.3778
"DSWP4339","1",0.3336
"DSWP4339","2",0.3413
"DSWP4339","3",0.3472
"DSWP4339","4",0.348
"DSWP4340","1",0.3455
"DSWP4340","2",0.3451
"DSWP4340","3",0.3484
"DSWP4340","4",0.3443
"DSWP4341","1",0.3474
"DSWP4341","2",0.3506
"DSWP4341","3",0.3515
"DSWP4341","4",0.3463
"DSWP4342","1",0.2553
"DSWP4342","2",0.2493
"DSWP4342","3",0.2219
"DSWP4342","4",0.2752
"DSWP4342","5",0.2676
"DSWP4343","1",0.3602
"DSWP4343","2",0.3545
"DSWP4343","3",0.3493
"DSWP4343","4",0.3522
"DSWP4344","1",0.3318
"DSWP4344","2",0.3367
"DSWP4344","3",0.3451
"DSWP4344","4",0.3376
"DSWP4345","1",0.3402
"DSWP4345","2",0.3493
"DSWP4345","3",0.3378
"DSWP4345","4",0.3514
"DSWP4346","1",0.3453
"DSWP4346","2",0.3446
"DSWP4346","3",0.344
"DSWP4346","4",0.3501
"DSWP4347","1",0.3521
"DSWP4347","2",0.3499
"DSWP4347","3",0.3426
"DSWP4347","4",0.3457
"DSWP4348","1",0.3889
"DSWP4348","2",0.3854
"DSWP4348","3",0.3821
"DSWP4348","4",0.3748
"DSWP4349","1",0.3812
"DSWP4349","2",0.3782
"DSWP4349","3",0.3722
"DSWP4349","4",0.3848
"DSWP4350","1",0.3319
"DSWP4350","2",0.3386
"DSWP4350","3",0.3445
"DSWP4350","4",0.349
"DSWP4351","1",0.3433
"DSWP4351","2",0.3392
"DSWP4351","3",0.3421
"DSWP4351","4",0.346
"DSWP4352","1",0.3402
"DSWP4352","2",0.3442
"DSWP4352","3",0.3369
"DSWP4352","4",0.3484
"DSWP4353","1",0.3338
"DSWP4353","2",0.2997
"DSWP4353","3",0.3304
"DSWP4353","4",0.3091
"DSWP4353","5",0.3114
"DSWP4353","6",0.312
"DSWP4354","1",0.3129
"DSWP4354","2",0.3216
"DSWP4354","3",0.3168
"DSWP4354","4",0.3291
"DSWP4355","1",0.3028
"DSWP4355","2",0.3
"DSWP4355","3",0.2961
"DSWP4355","4",0.3034
"DSWP4356","1",0.3226
"DSWP4356","2",0.3121
"DSWP4356","3",0.317
"DSWP4356","4",0.3042
"DSWP4356","5",0.3084
"DSWP4356","6",0.3084
"DSWP4357","1",0.3115
"DSWP4357","2",0.314
"DSWP4357","3",0.3134
"DSWP4357","4",0.3109
"DSWP4357","5",0.2944
"DSWP4357","6",0.3031
"DSWP4357","7",0.3195
"DSWP4358","1",0.296
"DSWP4358","2",0.2882
"DSWP4358","3",0.293
"DSWP4358","4",0.3084
"DSWP4359","1",0.3191
"DSWP4359","2",0.3108
"DSWP4359","3",0.311
"DSWP4359","4",0.3158
"DSWP4359","5",0.3198
"DSWP4360","1",0.2787
"DSWP4360","2",0.2923
"DSWP4360","3",0.2935
"DSWP4360","4",0.3249
"DSWP4361","1",0.3348
"DSWP4361","2",0.3106
"DSWP4361","3",0.3261
"DSWP4361","4",0.3121
"DSWP4361","5",0.3138
"DSWP4362","1",0.2762
"DSWP4362","2",0.2798
"DSWP4362","3",0.281
"DSWP4362","4",0.3119
"DSWP4363","1",0.3279
"DSWP4363","2",0.3246
"DSWP4363","3",0.3305
"DSWP4363","4",0.3245
"DSWP4364","1",0.2902
"DSWP4364","2",0.3065
"DSWP4364","3",0.3009
"DSWP4364","4",0.3027
"DSWP4365","1",0.3294
"DSWP4365","2",0.3185
"DSWP4365","3",0.3284
"DSWP4365","4",0.3285
"DSWP4366","1",0.3193
"DSWP4366","2",0.2944
"DSWP4366","3",0.3048
"DSWP4366","4",0.3081
"DSWP4367","1",0.3203
"DSWP4367","2",0.3057
"DSWP4367","3",0.3133
"DSWP4367","4",0.3192
"DSWP4368","1",0.3345
"DSWP4368","2",0.3311
"DSWP4368","3",0.3354
"DSWP4368","4",0.3324
"DSWP4369","1",0.2773
"DSWP4369","2",0.3007
"DSWP4369","3",0.2966
"DSWP4369","4",0.31
"DSWP4370","1",0.3314
"DSWP4370","2",0.3298
"DSWP4370","3",0.3295
"DSWP4370","4",0.3389
"DSWP4371","1",0.272
"DSWP4371","2",0.296
"DSWP4371","3",0.2938
"DSWP4371","4",0.311
"DSWP4372","1",0.5596
"DSWP4372","2",0.2937
"DSWP4372","3",0.3124
"DSWP4373","1",0.2689
"DSWP4373","2",0.2728
"DSWP4373","3",0.294
"DSWP4373","4",0.3021
"DSWP4374","1",0.261
"DSWP4374","2",0.2777
"DSWP4374","3",0.2597
"DSWP4374","4",0.3294
"DSWP4375","1",0.3311
"DSWP4375","2",0.3412
"DSWP4375","3",0.3346
"DSWP4375","4",0.3401
"DSWP4376","1",0.3372
"DSWP4376","2",0.3351
"DSWP4376","3",0.3389
"DSWP4376","4",0.3374
"DSWP4377","1",0.2681
"DSWP4377","2",0.2762
"DSWP4377","3",0.2784
"DSWP4377","4",0.2909
"DSWP4378","1",0.2909
"DSWP4378","2",0.2768
"DSWP4378","3",0.2864
"DSWP4378","4",0.3015
"DSWP4379","1",0.2696
"DSWP4379","2",0.2621
"DSWP4379","3",0.2608
"DSWP4379","4",0.2737
"DSWP4380","1",0.2717
"DSWP4380","2",0.2836
"DSWP4380","3",0.2751
"DSWP4380","4",0.2876
"DSWP4381","1",0.2418
"DSWP4381","2",0.2633
"DSWP4381","3",0.2628
"DSWP4381","4",0.2988
"DSWP4382","1",0.2577
"DSWP4382","2",0.2811
"DSWP4382","3",0.2879
"DSWP4382","4",0.294
"DSWP4383","1",0.2346
"DSWP4383","2",0.2714
"DSWP4383","3",0.2742
"DSWP4383","4",0.2863
"DSWP4384","1",0.2477
"DSWP4384","2",0.2697
"DSWP4384","3",0.2712
"DSWP4384","4",0.2769
"DSWP4385","1",0.2447
"DSWP4385","2",0.2693
"DSWP4385","3",0.2779
"DSWP4385","4",0.2752
"DSWP4386","1",0.2523
"DSWP4386","2",0.2662
"DSWP4386","3",0.3096
"DSWP4386","4",0.2911
"DSWP4387","1",0.2145
"DSWP4387","2",0.2783
"DSWP4387","3",0.2619
"DSWP4387","4",0.3323
"DSWP4388","1",0.1986
"DSWP4388","2",0.2288
"DSWP4388","3",0.2387
"DSWP4388","4",0.3181
"426","1",0.122
"426","2",0.098
"426","3",0.08
"426","4",0.09
"427","1",0.103
"427","2",0.087
"427","3",0.072
"427","4",0.073
"428","1",0.091
"428","2",0.09
"428","3",0.078
"428","4",0.082
"429","1",0.104
"429","2",0.086
"429","3",0.072
"429","4",0.084
"430","1",0.113
"430","2",0.087
"430","3",0.084
"430","4",0.079
"431","1",0.093
"431","2",0.094
"431","3",0.078
"431","4",0.103
"432","1",0.102
"432","2",0.089
"432","3",0.08
"432","4",0.097
"433","1",0.125
"433","2",0.093
"433","3",0.085
"433","4",0.09
"434","1",0.08
"434","2",0.073
"434","3",0.099
"434","4",0.125
"435","1",0.09
"435","2",0.101
"435","3",0.07
"435","4",0.046
"436","1",0.087
"436","2",0.099
"436","3",0.069
"436","4",0.061
"437","1",0.089
"437","2",0.095
